siparis_no,tarih,musteri_id,sehir,kategori,urun_adi,adet,birim_fiyat,tutar,odeme_yontemi,durum
S10588,2026-04-18,M0600,Ankara,Kitap,Kişisel Gelişim Kitabı,1,229,229,Havale/EFT,Tamamlandı
S10589,2026-04-18,M0738,İstanbul,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S10590,2026-04-19,M0429,İstanbul,Ev Yaşam,Masa Lambası,2,649,1298,Kredi Kartı,Tamamlandı
S10590,2026-04-19,M0429,İstanbul,Elektronik,Oyuncu Kulaklığı,2,1899,3798,Kredi Kartı,Tamamlandı
S10591,2026-04-19,M0878,İzmir,Ev Yaşam,Termos,1,449,449,Havale/EFT,Tamamlandı
S10592,2026-04-19,M0894,İstanbul,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S10593,2026-04-19,M0006,Ankara,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S10593,2026-04-19,M0006,Ankara,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S10593,2026-04-19,M0006,Ankara,Elektronik,Tablet,2,8999,17998,Kredi Kartı,Tamamlandı
S10594,2026-04-19,M0224,İstanbul,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S10594,2026-04-19,M0224,İstanbul,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S10595,2026-04-19,M0791,İstanbul,Kitap,Kişisel Gelişim Kitabı,2,229,0,Banka Kartı,İade
S10596,2026-04-19,M0643,İstanbul,Elektronik,Akıllı Saat,1,3499,3499,Havale/EFT,Tamamlandı
S10597,2026-04-19,M0556,İzmir,Kozmetik,Nemlendirici Krem,3,399,1197,Kredi Kartı,Tamamlandı
S10597,2026-04-19,M0556,İzmir,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S10598,2026-04-19,M0477,İzmir,Ev Yaşam,Kahve Makinesi,2,2199,4398,Kredi Kartı,Tamamlandı
S10599,2026-04-20,M0343,İstanbul,Kitap,Kişisel Gelişim Kitabı,3,229,687,Kredi Kartı,Tamamlandı
S10600,2026-04-20,M0763,Antalya,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S10600,2026-04-20,M0763,Antalya,Ev Yaşam,Termos,2,449,898,Kredi Kartı,Tamamlandı
S10601,2026-04-20,M0545,Bursa,Kozmetik,Güneş Kremi,3,459,1377,Kredi Kartı,Tamamlandı
S10602,2026-04-20,M0068,İstanbul,Giyim,Kot Pantolon,3,899,2697,Havale/EFT,Tamamlandı
S10603,2026-04-20,M0169,İstanbul,Kitap,Kişisel Gelişim Kitabı,2,229,458,Banka Kartı,Tamamlandı
S10604,2026-04-20,M0699,İzmir,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S10605,2026-04-20,M0893,Antalya,Giyim,Tişört,2,349,698,Havale/EFT,Tamamlandı
S10606,2026-04-21,M0543,Antalya,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S10607,2026-04-21,M0496,Ankara,Elektronik,Mekanik Klavye,3,2499,7497,Kredi Kartı,Tamamlandı
S10607,2026-04-21,M0496,Ankara,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S10608,2026-04-21,M0726,Bursa,Giyim,Kot Pantolon,1,899,899,Banka Kartı,Tamamlandı
S10609,2026-04-21,M0267,Ankara,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S10609,2026-04-21,M0267,Ankara,Kitap,Kişisel Gelişim Kitabı,1,229,0,Kredi Kartı,İade
S10610,2026-04-22,M0512,Antalya,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kapıda Ödeme,Tamamlandı
S10610,2026-04-22,M0512,Antalya,Kozmetik,Nemlendirici Krem,3,399,1197,Kapıda Ödeme,Tamamlandı
S10610,2026-04-22,M0512,Antalya,Kozmetik,Güneş Kremi,2,459,918,Kapıda Ödeme,Tamamlandı
S10611,2026-04-22,M0747,Adana,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S10611,2026-04-22,M0747,Adana,Giyim,Tişört,2,349,698,Kredi Kartı,Tamamlandı
S10612,2026-04-22,M0095,İstanbul,Ev Yaşam,Masa Lambası,2,649,1298,Banka Kartı,Tamamlandı
S10613,2026-04-22,M0086,İzmir,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S10613,2026-04-22,M0086,İzmir,Ev Yaşam,Tencere Seti,3,3299,9897,Kredi Kartı,Tamamlandı
S10614,2026-04-22,M0152,Bursa,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S10615,2026-04-22,M0575,İstanbul,Kitap,Çocuk Kitabı,1,149,149,Banka Kartı,Tamamlandı
S10616,2026-04-23,M0425,İstanbul,Elektronik,Bluetooth Hoparlör,2,1799,3598,Banka Kartı,Tamamlandı
S10617,2026-04-23,M0068,Konya,Elektronik,Oyuncu Mouse,1,899,899,Banka Kartı,Tamamlandı
S10618,2026-04-23,M0474,Bursa,Elektronik,Akıllı Saat,1,3499,3499,Havale/EFT,Tamamlandı
S10619,2026-04-23,M0847,İstanbul,Kozmetik,Parfüm,2,1599,3198,Banka Kartı,Tamamlandı
S10620,2026-04-23,M0308,Konya,Kozmetik,Güneş Kremi,1,459,459,Havale/EFT,Tamamlandı
S10621,2026-04-23,M0705,İzmir,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S10621,2026-04-23,M0705,İzmir,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S10622,2026-04-23,M0711,Antalya,Elektronik,Mekanik Klavye,1,2499,2499,Kredi Kartı,Tamamlandı
S10622,2026-04-23,M0711,Antalya,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S10623,2026-04-24,M0370,Ankara,Giyim,Tişört,3,349,1047,Kapıda Ödeme,Tamamlandı
S10624,2026-04-24,M0785,İzmir,Elektronik,Akıllı Saat,1,3499,3499,Havale/EFT,Tamamlandı
S10625,2026-04-24,M0820,İstanbul,Elektronik,Oyuncu Mouse,2,899,0,Banka Kartı,İade
S10625,2026-04-24,M0820,İstanbul,Ev Yaşam,Nevresim Takımı,1,1149,1149,Banka Kartı,Tamamlandı
S10626,2026-04-24,M0167,İstanbul,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S10627,2026-04-24,M0539,Adana,Spor,Yoga Matı,3,399,1197,Banka Kartı,Tamamlandı
S10627,2026-04-24,M0539,Adana,Elektronik,Kablosuz Kulaklık,1,1299,1299,Banka Kartı,Tamamlandı
S10628,2026-04-25,M0612,İzmir,Giyim,Spor Ayakkabı,1,1899,1899,Kapıda Ödeme,Tamamlandı
S10629,2026-04-25,M0711,İstanbul,Elektronik,Kablosuz Kulaklık,2,1299,2598,Kredi Kartı,Tamamlandı
S10630,2026-04-25,M0080,İstanbul,Elektronik,Kablosuz Kulaklık,2,1299,2598,Kredi Kartı,Tamamlandı
S10631,2026-04-25,M0481,İstanbul,Kozmetik,Güneş Kremi,2,459,918,Kredi Kartı,Tamamlandı
S10632,2026-04-25,M0211,İzmir,Elektronik,Mekanik Klavye,2,2499,4998,Kredi Kartı,Tamamlandı
S10632,2026-04-25,M0211,İzmir,Ev Yaşam,Nevresim Takımı,2,1149,2298,Kredi Kartı,Tamamlandı
S10633,2026-04-25,M0628,İstanbul,Ev Yaşam,Kahve Makinesi,1,2199,2199,Banka Kartı,Tamamlandı
S10634,2026-04-25,M0289,İstanbul,Kozmetik,Güneş Kremi,3,459,1377,Havale/EFT,Tamamlandı
S10635,2026-04-25,M0487,Ankara,Kitap,Roman,1,189,189,Banka Kartı,Tamamlandı
S10636,2026-04-25,M0220,İzmir,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S10636,2026-04-25,M0220,İzmir,Giyim,Mont,2,2299,4598,Kredi Kartı,Tamamlandı
S10637,2026-04-26,M0506,İstanbul,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S10637,2026-04-26,M0506,İstanbul,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S10638,2026-04-26,M0862,Antalya,Elektronik,Oyuncu Mouse,2,899,1798,Kapıda Ödeme,Tamamlandı
S10639,2026-04-26,M0536,Bursa,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S10640,2026-04-26,M0173,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Kapıda Ödeme,Tamamlandı
S10641,2026-04-26,M0743,Ankara,Ev Yaşam,Masa Lambası,2,649,1298,Havale/EFT,Tamamlandı
S10641,2026-04-26,M0743,Ankara,Giyim,Spor Ayakkabı,3,1899,5697,Havale/EFT,Tamamlandı
S10642,2026-04-26,M0524,İstanbul,Giyim,Tişört,2,349,698,Havale/EFT,Tamamlandı
S10643,2026-04-26,M0102,Bursa,Elektronik,Mekanik Klavye,1,2499,2499,Havale/EFT,Tamamlandı
S10644,2026-04-26,M0311,İzmir,Kozmetik,Güneş Kremi,2,459,918,Kredi Kartı,Tamamlandı
S10645,2026-04-26,M0678,Ankara,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S10646,2026-04-27,M0122,Ankara,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S10647,2026-04-27,M0311,Adana,Giyim,Mont,2,2299,4598,Kredi Kartı,Tamamlandı
S10648,2026-04-27,M0503,Bursa,Ev Yaşam,Tencere Seti,1,3299,3299,Banka Kartı,Tamamlandı
S10649,2026-04-27,M0507,İzmir,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S10649,2026-04-27,M0507,İzmir,Elektronik,Akıllı Saat,2,3499,6998,Kredi Kartı,Tamamlandı
S10650,2026-04-27,M0784,Adana,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S10651,2026-04-27,M0254,İstanbul,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S10652,2026-04-27,M0552,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S10652,2026-04-27,M0552,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S10653,2026-04-27,M0587,İstanbul,Elektronik,Bluetooth Hoparlör,2,1799,3598,Kredi Kartı,Tamamlandı
S10653,2026-04-27,M0587,İstanbul,Elektronik,Akıllı Saat,4,3499,13996,Kredi Kartı,Tamamlandı
S10654,2026-04-27,M0651,Adana,Ev Yaşam,Nevresim Takımı,1,1149,1149,Havale/EFT,Tamamlandı
S10654,2026-04-27,M0651,Adana,Giyim,Mont,2,2299,4598,Havale/EFT,Tamamlandı
S10655,2026-04-28,M0865,İzmir,Ev Yaşam,Termos,1,449,449,Banka Kartı,Tamamlandı
S10656,2026-04-28,M0079,İzmir,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S10656,2026-04-28,M0079,İzmir,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S10657,2026-04-28,M0020,İzmir,Ev Yaşam,Masa Lambası,2,649,1298,Kredi Kartı,Tamamlandı
S10658,2026-04-28,M0275,Konya,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S10658,2026-04-28,M0275,Konya,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S10659,2026-04-28,M0702,Antalya,Spor,Dambıl Seti,2,1249,2498,Havale/EFT,Tamamlandı
S10660,2026-04-28,M0274,Antalya,Ev Yaşam,Termos,1,449,449,Banka Kartı,Tamamlandı
S10661,2026-04-29,M0476,Ankara,Kitap,Roman,1,189,189,Kapıda Ödeme,Tamamlandı
S10662,2026-04-29,M0809,Antalya,Spor,Koşu Bandı,1,18999,0,Banka Kartı,İade
S10663,2026-04-29,M0881,Adana,Elektronik,Oyuncu Kulaklığı,3,1899,5697,Kredi Kartı,Tamamlandı
S10664,2026-04-29,M0093,Ankara,Giyim,Tişört,1,349,349,Havale/EFT,Tamamlandı
S10664,2026-04-29,M0093,Ankara,Kozmetik,Şampuan,2,159,318,Havale/EFT,Tamamlandı
S10665,2026-04-29,M0509,Adana,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S10666,2026-04-29,M0767,Bursa,Elektronik,Mekanik Klavye,1,2499,2499,Kapıda Ödeme,Tamamlandı
S10667,2026-04-30,M0884,İzmir,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S10668,2026-04-30,M0285,Adana,Kozmetik,Güneş Kremi,1,459,459,Kapıda Ödeme,Tamamlandı
S10669,2026-04-30,M0621,İstanbul,Elektronik,Oyuncu Kulaklığı,2,1899,3798,Banka Kartı,Tamamlandı
S10669,2026-04-30,M0621,İstanbul,Giyim,Spor Ayakkabı,2,1899,3798,Banka Kartı,Tamamlandı
S10670,2026-04-30,M0702,İstanbul,Giyim,Kazak,1,749,749,Havale/EFT,Tamamlandı
S10670,2026-04-30,M0702,İstanbul,Giyim,Kot Pantolon,2,899,1798,Havale/EFT,Tamamlandı
S10671,2026-04-30,M0216,Adana,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S10672,2026-04-30,M0281,Adana,Ev Yaşam,Termos,2,449,898,Havale/EFT,Tamamlandı
S10672,2026-04-30,M0281,Adana,Kitap,Çocuk Kitabı,2,149,298,Havale/EFT,Tamamlandı
S10672,2026-04-30,M0281,Adana,Ev Yaşam,Nevresim Takımı,1,1149,1149,Havale/EFT,Tamamlandı
S10673,2026-04-30,M0756,İstanbul,Kozmetik,Parfüm,1,1599,1599,Banka Kartı,Tamamlandı
S10673,2026-04-30,M0756,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Banka Kartı,Tamamlandı
S10674,2026-04-30,M0114,İstanbul,Spor,Dambıl Seti,2,1249,2498,Kredi Kartı,Tamamlandı
S10674,2026-04-30,M0114,İstanbul,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S10674,2026-04-30,M0114,İstanbul,Giyim,Spor Ayakkabı,2,1899,3798,Kredi Kartı,Tamamlandı
S10675,2026-04-30,M0204,İstanbul,Giyim,Kazak,1,749,0,Kredi Kartı,İade
S10676,2026-05-01,M0627,İzmir,Elektronik,Oyuncu Mouse,1,899,899,Kapıda Ödeme,Tamamlandı
S10676,2026-05-01,M0627,İzmir,Giyim,Mont,1,2299,2299,Kapıda Ödeme,Tamamlandı
S10676,2026-05-01,M0627,İzmir,Kitap,Roman,2,189,378,Kapıda Ödeme,Tamamlandı
S10677,2026-05-01,M0465,Antalya,Elektronik,Oyuncu Kulaklığı,2,1899,3798,Kredi Kartı,Tamamlandı
S10678,2026-05-01,M0765,Ankara,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S10678,2026-05-01,M0765,Ankara,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S10679,2026-05-01,M0269,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S10680,2026-05-01,M0893,İstanbul,Kozmetik,Şampuan,2,159,318,Banka Kartı,Tamamlandı
S10680,2026-05-01,M0893,İstanbul,Elektronik,Kablosuz Kulaklık,1,1299,1299,Banka Kartı,Tamamlandı
S10681,2026-05-01,M0363,Trabzon,Ev Yaşam,Masa Lambası,1,649,649,Kapıda Ödeme,Tamamlandı
S10681,2026-05-01,M0363,Trabzon,Kozmetik,Nemlendirici Krem,1,399,399,Kapıda Ödeme,Tamamlandı
S10681,2026-05-01,M0363,Trabzon,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kapıda Ödeme,Tamamlandı
S10682,2026-05-01,M0516,Ankara,Elektronik,Oyuncu Mouse,1,899,899,Kredi Kartı,Tamamlandı
S10683,2026-05-01,M0321,İstanbul,Spor,Dambıl Seti,3,1249,3747,Kredi Kartı,Tamamlandı
S10683,2026-05-01,M0321,İstanbul,Kitap,Kişisel Gelişim Kitabı,2,229,458,Kredi Kartı,Tamamlandı
S10684,2026-05-02,M0321,Ankara,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S10684,2026-05-02,M0321,Ankara,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S10685,2026-05-02,M0188,İstanbul,Ev Yaşam,Tencere Seti,3,3299,9897,Kredi Kartı,Tamamlandı
S10685,2026-05-02,M0188,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S10686,2026-05-02,M0867,Bursa,Elektronik,Mekanik Klavye,2,2499,4998,Kredi Kartı,Tamamlandı
S10687,2026-05-02,M0843,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Havale/EFT,Tamamlandı
S10688,2026-05-02,M0427,Konya,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S10689,2026-05-02,M0125,Ankara,Spor,Yoga Matı,1,399,399,Banka Kartı,Tamamlandı
S10689,2026-05-02,M0125,Ankara,Kozmetik,Nemlendirici Krem,3,399,1197,Banka Kartı,Tamamlandı
S10689,2026-05-02,M0125,Ankara,Elektronik,Oyuncu Kulaklığı,2,1899,3798,Banka Kartı,Tamamlandı
S10690,2026-05-02,M0333,Konya,Spor,Yoga Matı,2,399,798,Kapıda Ödeme,Tamamlandı
S10690,2026-05-02,M0333,Konya,Giyim,Spor Ayakkabı,2,1899,3798,Kapıda Ödeme,Tamamlandı
S10690,2026-05-02,M0333,Konya,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kapıda Ödeme,Tamamlandı
S10691,2026-05-02,M0790,Adana,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S10691,2026-05-02,M0790,Adana,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S10692,2026-05-03,M0702,İzmir,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S10693,2026-05-03,M0275,İzmir,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S10693,2026-05-03,M0275,İzmir,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S10694,2026-05-03,M0703,Bursa,Kozmetik,Parfüm,1,1599,1599,Kapıda Ödeme,Tamamlandı
S10695,2026-05-03,M0821,Ankara,Kitap,Çocuk Kitabı,1,149,149,Kredi Kartı,Tamamlandı
S10696,2026-05-03,M0049,İzmir,Ev Yaşam,Termos,1,449,449,Kapıda Ödeme,Tamamlandı
S10697,2026-05-03,M0833,İstanbul,Ev Yaşam,Kahve Makinesi,2,2199,4398,Kredi Kartı,Tamamlandı
S10698,2026-05-03,M0187,Antalya,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S10699,2026-05-03,M0461,İzmir,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S10699,2026-05-03,M0461,İzmir,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S10699,2026-05-03,M0461,İzmir,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S10700,2026-05-03,M0709,Ankara,Kozmetik,Nemlendirici Krem,2,399,798,Banka Kartı,Tamamlandı
S10700,2026-05-03,M0709,Ankara,Kozmetik,Güneş Kremi,2,459,918,Banka Kartı,Tamamlandı
S10701,2026-05-04,M0090,İstanbul,Elektronik,Oyuncu Kulaklığı,2,1899,3798,Kredi Kartı,Tamamlandı
S10702,2026-05-04,M0665,İstanbul,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S10702,2026-05-04,M0665,İstanbul,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S10703,2026-05-04,M0757,Bursa,Spor,Dambıl Seti,1,1249,1249,Kapıda Ödeme,Tamamlandı
S10704,2026-05-04,M0854,Ankara,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S10705,2026-05-04,M0593,İzmir,Ev Yaşam,Termos,1,449,449,Banka Kartı,Tamamlandı
S10706,2026-05-05,M0500,İstanbul,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S10707,2026-05-05,M0485,İstanbul,Ev Yaşam,Termos,1,449,449,Banka Kartı,Tamamlandı
S10707,2026-05-05,M0485,İstanbul,Ev Yaşam,Termos,1,449,449,Banka Kartı,Tamamlandı
S10708,2026-05-05,M0702,Ankara,Kozmetik,Parfüm,1,1599,1599,Banka Kartı,Tamamlandı
S10708,2026-05-05,M0702,Ankara,Kitap,Çocuk Kitabı,2,149,298,Banka Kartı,Tamamlandı
S10709,2026-05-05,M0816,Ankara,Elektronik,Oyuncu Mouse,1,899,899,Kapıda Ödeme,Tamamlandı
S10710,2026-05-05,M0178,İstanbul,Giyim,Kazak,1,749,749,Banka Kartı,Tamamlandı
S10711,2026-05-06,M0049,Trabzon,Kozmetik,Parfüm,2,1599,3198,Kredi Kartı,Tamamlandı
S10712,2026-05-06,M0827,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Kredi Kartı,Tamamlandı
S10712,2026-05-06,M0827,İstanbul,Giyim,Kot Pantolon,3,899,2697,Kredi Kartı,Tamamlandı
S10713,2026-05-06,M0155,Adana,Elektronik,Kablosuz Kulaklık,3,1299,3897,Havale/EFT,Tamamlandı
S10713,2026-05-06,M0155,Adana,Kitap,Çocuk Kitabı,4,149,596,Havale/EFT,Tamamlandı
S10714,2026-05-07,M0105,Antalya,Kozmetik,Güneş Kremi,3,459,1377,Kredi Kartı,Tamamlandı
S10715,2026-05-07,M0300,Bursa,Kitap,Roman,1,189,189,Havale/EFT,Tamamlandı
S10716,2026-05-07,M0126,Adana,Kozmetik,Parfüm,2,1599,3198,Kredi Kartı,Tamamlandı
S10717,2026-05-07,M0518,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S10717,2026-05-07,M0518,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S10718,2026-05-08,M0420,Adana,Kozmetik,Güneş Kremi,1,459,459,Kapıda Ödeme,Tamamlandı
S10719,2026-05-08,M0735,Antalya,Giyim,Kazak,1,749,749,Kapıda Ödeme,Tamamlandı
S10720,2026-05-08,M0778,İstanbul,Ev Yaşam,Tencere Seti,4,3299,13196,Kapıda Ödeme,Tamamlandı
S10721,2026-05-08,M0897,İzmir,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S10722,2026-05-09,M0287,Adana,Giyim,Spor Ayakkabı,3,1899,5697,Banka Kartı,Tamamlandı
S10723,2026-05-09,M0634,İzmir,Kozmetik,Nemlendirici Krem,1,399,399,Banka Kartı,Tamamlandı
S10723,2026-05-09,M0634,İzmir,Elektronik,Akıllı Saat,2,3499,6998,Banka Kartı,Tamamlandı
S10724,2026-05-09,M0130,İzmir,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S10725,2026-05-09,M0024,İstanbul,Giyim,Spor Ayakkabı,2,1899,3798,Havale/EFT,Tamamlandı
S10726,2026-05-09,M0114,Bursa,Ev Yaşam,Kahve Makinesi,2,2199,4398,Havale/EFT,Tamamlandı
S10727,2026-05-09,M0460,İstanbul,Kitap,Çocuk Kitabı,4,149,596,Banka Kartı,Tamamlandı
S10728,2026-05-09,M0643,Bursa,Giyim,Spor Ayakkabı,2,1899,3798,Havale/EFT,Tamamlandı
S10729,2026-05-09,M0144,Bursa,Giyim,Tişört,2,349,698,Kredi Kartı,Tamamlandı
S10730,2026-05-10,M0101,İstanbul,Elektronik,Akıllı Saat,1,3499,3499,Kredi Kartı,Tamamlandı
S10731,2026-05-10,M0080,Ankara,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S10732,2026-05-10,M0434,Trabzon,Kozmetik,Nemlendirici Krem,1,399,399,Banka Kartı,Tamamlandı
S10732,2026-05-10,M0434,Trabzon,Ev Yaşam,Termos,4,449,1796,Banka Kartı,Tamamlandı
S10732,2026-05-10,M0434,Trabzon,Ev Yaşam,Masa Lambası,1,649,649,Banka Kartı,Tamamlandı
S10733,2026-05-10,M0161,Konya,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S10733,2026-05-10,M0161,Konya,Elektronik,Mekanik Klavye,1,2499,2499,Kredi Kartı,Tamamlandı
S10733,2026-05-10,M0161,Konya,Giyim,Tişört,2,349,698,Kredi Kartı,Tamamlandı
S10734,2026-05-10,M0604,Ankara,Giyim,Kot Pantolon,2,899,0,Kapıda Ödeme,İade
S10735,2026-05-10,M0561,Ankara,Ev Yaşam,Termos,3,449,1347,Havale/EFT,Tamamlandı
S10736,2026-05-10,M0487,Antalya,Elektronik,Oyuncu Mouse,2,899,1798,Havale/EFT,Tamamlandı
S10737,2026-05-10,M0153,Adana,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S10737,2026-05-10,M0153,Adana,Ev Yaşam,Tencere Seti,3,3299,9897,Kredi Kartı,Tamamlandı
S10738,2026-05-11,M0725,İstanbul,Giyim,Spor Ayakkabı,2,1899,3798,Banka Kartı,Tamamlandı
S10738,2026-05-11,M0725,İstanbul,Kitap,Kişisel Gelişim Kitabı,2,229,458,Banka Kartı,Tamamlandı
S10739,2026-05-11,M0535,İstanbul,Elektronik,Oyuncu Kulaklığı,1,1899,0,Kredi Kartı,İade
S10739,2026-05-11,M0535,İstanbul,Spor,Yoga Matı,2,399,798,Kredi Kartı,Tamamlandı
S10740,2026-05-11,M0455,İstanbul,Ev Yaşam,Termos,3,449,1347,Kredi Kartı,Tamamlandı
S10741,2026-05-11,M0185,Ankara,Giyim,Kot Pantolon,1,899,899,Havale/EFT,Tamamlandı
S10742,2026-05-12,M0148,İstanbul,Kitap,Çocuk Kitabı,1,149,149,Havale/EFT,Tamamlandı
S10743,2026-05-12,M0186,İstanbul,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S10744,2026-05-12,M0848,Adana,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S10745,2026-05-12,M0118,İstanbul,Elektronik,Kablosuz Kulaklık,2,1299,2598,Kredi Kartı,Tamamlandı
S10746,2026-05-13,M0601,Bursa,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S10747,2026-05-13,M0652,Ankara,Ev Yaşam,Kahve Makinesi,1,2199,2199,Havale/EFT,Tamamlandı
S10748,2026-05-13,M0569,Ankara,Spor,Yoga Matı,4,399,0,Kredi Kartı,İade
S10749,2026-05-13,M0494,İstanbul,Kitap,Çocuk Kitabı,1,149,149,Kredi Kartı,Tamamlandı
S10749,2026-05-13,M0494,İstanbul,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S10750,2026-05-13,M0092,Ankara,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S10751,2026-05-13,M0822,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Banka Kartı,Tamamlandı
S10752,2026-05-13,M0330,Ankara,Elektronik,Oyuncu Mouse,2,899,0,Kredi Kartı,İade
S10753,2026-05-13,M0488,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S10754,2026-05-14,M0084,Antalya,Elektronik,Tablet,2,8999,17998,Banka Kartı,Tamamlandı
S10755,2026-05-14,M0362,Trabzon,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
